Project,Rule,Failed Control
mgmt-hst-bld-da0d,default-allow-egress-809-vpn-eplus-bld-02-hst-cnw,tcp/udp:all ports
mgmt-hst-bld-da0d,default-allow-egress-810-secondary-rtr-bld-rtr-eplus-bld-02,tcp/udp:all ports
mgmt-hst-bld-da0d,default-allow-egress-811-rtr-bld-rtr-eplus-bld-02-hst-cnw,tcp/udp:all ports
mgmt-hst-bld-da0d,default-allow-egress-812-secondary-rtr-eplus-hst-bld-02,tcp/udp:all ports
mgmt-hst-bld-da0d,default-allow-egress-813-rtr-eplus-hst-bld-02,tcp/udp:all ports
mgmt-hst-bld-da0d,default-allow-egress-814-gcp-internal,public target: 8.8.4.4/32
mgmt-hst-bld-da0d,default-allow-egress-814-gcp-internal,public target: 199.36.153.4/30
mgmt-hst-bld-da0d,default-allow-egress-814-gcp-internal,public target: 8.8.8.8/32
mgmt-hst-bld-da0d,default-allow-egress-814-gcp-internal,public target: 199.36.153.8/30
mgmt-hst-bld-da0d,default-allow-egress-814-gcp-internal,tcp/udp:all ports
mgmt-hst-bld-da0d,default-allow-egress-815-sendgrid,public target: 169.50.207.103/32
mgmt-hst-bld-da0d,default-allow-egress-815-sendgrid,public target: 159.122.219.48/32
mgmt-hst-bld-da0d,default-allow-egress-815-sendgrid,public target: 159.122.219.55/32
mgmt-hst-bld-da0d,default-allow-egress-815-sendgrid,public target: 159.122.219.43/32
mgmt-hst-bld-da0d,default-allow-egress-815-sendgrid,public target: 159.122.219.36/32
mgmt-hst-bld-da0d,default-allow-egress-815-sendgrid,tcp/udp:all ports
mgmt-hst-bld-da0d,default-allow-ingress-702-secondary-subnets-mgmt-bld-hst-cnw,tcp/udp:all ports
mgmt-hst-bld-da0d,default-allow-ingress-703-subnets-mgmt-bld-hst-cnw,tcp/udp:all ports
mgmt-hst-bld-da0d,default-squid-allow,ip_range: 0.0.0.0
mgmt-hst-bld-da0d,default-squid-allow,tcp/udp:all ports
mgmt-hst-bld-da0d,egress-mgmt-bld-hst-cnw-firewall-bakery-allow-egr,ip_range: 0.0.0.0
mgmt-hst-bld-da0d,egress-mgmt-bld-hst-cnw-firewall-bakery-allow-egr,tcp/udp:all ports
mgmt-hst-bld-da0d,egress-mgmt-bld-hst-cnw-firewall-openvpn-allow-egr-external,ip_range: 0.0.0.0
mgmt-hst-bld-da0d,egress-mgmt-bld-hst-cnw-firewall-openvpn-allow-egr-external,bad port(s) found: ['tcp:80', 'tcp:25', 'tcp:53']
mgmt-hst-bld-da0d,egress-mgmt-bld-hst-cnw-firewall-openvpn-allow-egr-internal,ip_range: 0.0.0.0
mgmt-hst-bld-da0d,egress-mgmt-bld-hst-cnw-firewall-openvpn-allow-egr-internal,tcp/udp:all ports
mgmt-hst-bld-da0d,egress-mgmt-bld-hst-cnw-firewall-squid-allow-egr,ip_range: 0.0.0.0
mgmt-hst-bld-da0d,egress-mgmt-bld-hst-cnw-firewall-squid-allow-egr,tcp/udp:all ports
mgmt-hst-bld-da0d,gke-mgm-ple-bld-kcl-euwe2-e65b7038-all,tcp:all ports
mgmt-hst-bld-da0d,gke-mgm-ple-bld-kcl-euwe2-e65b7038-all,udp:all ports
mgmt-hst-bld-da0d,gke-mgm-ple-bld-kcl-euwe2-e65b7038-vms,bad port(s) found: ['tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535']
mgmt-hst-bld-da0d,gke-mgm-ple-bld-kcl-euwe2-e65b7038-vms,bad port(s) found: ['udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535']
mgmt-hst-bld-da0d,gke-mgmt-bak-bld-kcl-01-euwe2-bakery-6e93f68b-all,tcp:all ports
mgmt-hst-bld-da0d,gke-mgmt-bak-bld-kcl-01-euwe2-bakery-6e93f68b-all,udp:all ports
mgmt-hst-bld-da0d,gke-mgmt-bak-bld-kcl-01-euwe2-bakery-6e93f68b-vms,bad port(s) found: ['tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535']
mgmt-hst-bld-da0d,gke-mgmt-bak-bld-kcl-01-euwe2-bakery-6e93f68b-vms,bad port(s) found: ['udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535']
mgmt-hst-bld-da0d,gke-mgmt-egr-bld-kcl-01-euwe2-egress-2fd6e7f1-all,tcp:all ports
mgmt-hst-bld-da0d,gke-mgmt-egr-bld-kcl-01-euwe2-egress-2fd6e7f1-all,udp:all ports
mgmt-hst-bld-da0d,gke-mgmt-egr-bld-kcl-01-euwe2-egress-2fd6e7f1-vms,bad port(s) found: ['tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535']
mgmt-hst-bld-da0d,gke-mgmt-egr-bld-kcl-01-euwe2-egress-2fd6e7f1-vms,bad port(s) found: ['udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535']
mgmt-hst-bld-da0d,gke-mgmt-egr-bld-kcl-euwe2-adb8d1d4-all,tcp:all ports
mgmt-hst-bld-da0d,gke-mgmt-egr-bld-kcl-euwe2-adb8d1d4-all,udp:all ports
mgmt-hst-bld-da0d,gke-mgmt-egr-bld-kcl-euwe2-adb8d1d4-vms,bad port(s) found: ['tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535']
mgmt-hst-bld-da0d,gke-mgmt-egr-bld-kcl-euwe2-adb8d1d4-vms,bad port(s) found: ['udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535']
mgmt-hst-bld-da0d,gke-mgmt-ple-bld-kcl-01-euwe2-build-6f764c14-all,tcp:all ports
mgmt-hst-bld-da0d,gke-mgmt-ple-bld-kcl-01-euwe2-build-6f764c14-all,udp:all ports
mgmt-hst-bld-da0d,gke-mgmt-ple-bld-kcl-01-euwe2-build-6f764c14-vms,bad port(s) found: ['udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535']
mgmt-hst-bld-da0d,gke-mgmt-ple-bld-kcl-01-euwe2-build-6f764c14-vms,bad port(s) found: ['tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535']
mgmt-hst-bld-da0d,ingress-all-prd-subnets,bad port(s) found: ['tcp:25', 'tcp:80']
mgmt-hst-bld-da0d,ingress-all-prd-subnets,bad port(s) found: ['udp:53']
mgmt-hst-bld-da0d,ingress-bak-gce,tcp/udp:all ports
mgmt-hst-bld-da0d,ingress-vpn-subnet,tcp/udp:all ports
mgmt-hst-bld-da0d,k8s-fw-l7--f170a9a9ff093d46,public target: 130.211.0.0/22
mgmt-hst-bld-da0d,k8s-fw-l7--f170a9a9ff093d46,public target: 209.85.152.0/22
mgmt-hst-bld-da0d,k8s-fw-l7--f170a9a9ff093d46,public target: 209.85.204.0/22
mgmt-hst-bld-da0d,k8s-fw-l7--f170a9a9ff093d46,public target: 35.191.0.0/16
mgmt-hst-bld-da0d,mgmt-bak-bld-fwr-euwest2-postgres-pyt-ingress,bad port(s) found: ['tcp:80']
mgmt-hst-bld-da0d,mgmt-bld-1733-fwr-ingress-euwe2-openvpn-1541,ip_range: 0.0.0.0
mgmt-hst-bld-da0d,mgmt-bld-1733-fwr-ingress-euwe2-openvpn-8501,ip_range: 0.0.0.0
mgmt-hst-bld-da0d,mgmt-bld-1733-fwr-ovpn-allow-api-traffic-euwe2-openvpn-1541,public target: 199.36.153.4/30
mgmt-hst-bld-da0d,mgmt-bld-1733-fwr-ovpn-allow-api-traffic-euwe2-openvpn-1541,public target: 199.36.153.8/30
mgmt-hst-bld-da0d,mgmt-bld-1733-fwr-ovpn-allow-api-traffic-euwe2-openvpn-1541,bad port(s) found: ['tcp:80']
mgmt-hst-bld-da0d,mgmt-bld-1733-fwr-ovpn-allow-api-traffic-euwe2-openvpn-8501,public target: 199.36.153.4/30
mgmt-hst-bld-da0d,mgmt-bld-1733-fwr-ovpn-allow-api-traffic-euwe2-openvpn-8501,public target: 199.36.153.8/30
mgmt-hst-bld-da0d,mgmt-bld-1733-fwr-ovpn-allow-api-traffic-euwe2-openvpn-8501,bad port(s) found: ['tcp:80']
mgmt-hst-bld-da0d,mgmt-bld-1733-fwr-ovpn-allow-http-euwe2-openvpn-1541,bad port(s) found: ['tcp:80']
mgmt-hst-bld-da0d,mgmt-bld-1733-fwr-ovpn-allow-http-euwe2-openvpn-8501,bad port(s) found: ['tcp:80']
mgmt-hst-bld-da0d,mgmt-bld-1733-fwr-ovpn-allow-secldap-euwe2-openvpn-1541,ip_range: 0.0.0.0
mgmt-hst-bld-da0d,mgmt-bld-1733-fwr-ovpn-allow-secldap-euwe2-openvpn-8501,ip_range: 0.0.0.0
mgmt-hst-bld-da0d,mgmt-bld-1733-fwr-ovpn-allow-smtp-euwe2-openvpn-8501,bad port(s) found: ['tcp:25']
mgmt-hst-bld-da0d,mgmt-bld-1733-fwr-ovpn-allow-user-traffic-euwe2-openvpn-1541,ip_range: 0.0.0.0
mgmt-hst-bld-da0d,mgmt-bld-1733-fwr-ovpn-allow-user-traffic-euwe2-openvpn-8501,ip_range: 0.0.0.0
mgmt-hst-bld-da0d,openvpn-egress-ba1aed96,ip_range: 0.0.0.0
mgmt-hst-bld-da0d,openvpn-egress-ba1aed96,tcp/udp:all ports
mgmt-hst-bld-da0d,openvpn-ingress-ba1aed96,ip_range: 0.0.0.0
mgmt-hst-prd-5100,default-allow-egress-801-peerings-mgmt-prd-hst-cnw,tcp/udp:all ports
mgmt-hst-prd-5100,default-allow-egress-802-secondary-subnets-mgmt-prd-hst-cnw,tcp/udp:all ports
mgmt-hst-prd-5100,default-allow-egress-803-subnets-mgmt-prd-hst-cnw,tcp/udp:all ports
mgmt-hst-prd-5100,default-allow-egress-804-secondary-vpn-eplus-prd-01-hst-cnw,tcp/udp:all ports
mgmt-hst-prd-5100,default-allow-egress-805-vpn-eplus-prd-01-hst-cnw,tcp/udp:all ports
mgmt-hst-prd-5100,default-allow-egress-806-secondary-rtr-eplus-hst-prd-01,tcp/udp:all ports
mgmt-hst-prd-5100,default-allow-egress-807-rtr-eplus-hst-prd-01,tcp/udp:all ports
mgmt-hst-prd-5100,default-allow-egress-808-secondary-rtr-mgmt-hst-pre-d5a6-to,tcp/udp:all ports
mgmt-hst-prd-5100,default-allow-egress-809-rtr-mgmt-hst-pre-d5a6-to-eplus-hst,tcp/udp:all ports
mgmt-hst-prd-5100,default-allow-egress-810-secondary-rtr-mgmt-hst-pre-d5a6-to,tcp/udp:all ports
mgmt-hst-prd-5100,default-allow-egress-811-rtr-mgmt-hst-pre-d5a6-to-mgmt-hst-p,tcp/udp:all ports
mgmt-hst-prd-5100,default-allow-egress-812-rtr-mgmt-pre-euwe2-rtr-interconnect,tcp/udp:all ports
mgmt-hst-prd-5100,default-allow-egress-813-secondary-rtr-mgmt-vpn-int-to-eplus,tcp/udp:all ports
mgmt-hst-prd-5100,default-allow-egress-814-rtr-mgmt-vpn-int-to-eplus-hst-int-0,tcp/udp:all ports
mgmt-hst-prd-5100,default-allow-egress-815-secondary-rtr-mgmt-vpn-int-to-eplus,tcp/udp:all ports
mgmt-hst-prd-5100,default-allow-egress-816-rtr-mgmt-vpn-int-to-eplus-hst-int-0,tcp/udp:all ports
mgmt-hst-prd-5100,default-allow-egress-817-secondary-rtr-mgmt-vpn-int-to-mgmt,tcp/udp:all ports
mgmt-hst-prd-5100,default-allow-egress-818-rtr-mgmt-vpn-int-to-mgmt-hst-prd-51,tcp/udp:all ports
mgmt-hst-prd-5100,default-allow-egress-819-gcp-internal,public target: 8.8.4.4/32
mgmt-hst-prd-5100,default-allow-egress-819-gcp-internal,public target: 199.36.153.4/30
mgmt-hst-prd-5100,default-allow-egress-819-gcp-internal,public target: 8.8.8.8/32
mgmt-hst-prd-5100,default-allow-egress-819-gcp-internal,public target: 199.36.153.8/30
mgmt-hst-prd-5100,default-allow-egress-819-gcp-internal,tcp/udp:all ports
mgmt-hst-prd-5100,default-allow-egress-820-sendgrid,public target: 169.50.207.103/32
mgmt-hst-prd-5100,default-allow-egress-820-sendgrid,public target: 159.122.219.48/32
mgmt-hst-prd-5100,default-allow-egress-820-sendgrid,public target: 159.122.219.55/32
mgmt-hst-prd-5100,default-allow-egress-820-sendgrid,public target: 159.122.219.43/32
mgmt-hst-prd-5100,default-allow-egress-820-sendgrid,public target: 159.122.219.36/32
mgmt-hst-prd-5100,default-allow-egress-820-sendgrid,tcp/udp:all ports
mgmt-hst-prd-5100,default-allow-ingress-702-secondary-subnets-mgmt-prd-hst-cnw,tcp/udp:all ports
mgmt-hst-prd-5100,default-allow-ingress-703-subnets-mgmt-prd-hst-cnw,tcp/udp:all ports
mgmt-hst-prd-5100,egress-eplus-hst-prod,ip_range: 0.0.0.0
mgmt-hst-prd-5100,egress-eplus-hst-prod,public target: 172.0.0.0/8
mgmt-hst-prd-5100,egress-eplus-hst-prod,tcp/udp:all ports
mgmt-hst-prd-5100,egress-mgmt-prd-hst-cnw-firewall-squid-allow-egr,ip_range: 0.0.0.0
mgmt-hst-prd-5100,egress-mgmt-prd-hst-cnw-firewall-squid-allow-egr,tcp/udp:all ports
mgmt-hst-prd-5100,gke-mgmt-bak-prd-kcl-01-euwe2-bakery-baa584d2-all,tcp:all ports
mgmt-hst-prd-5100,gke-mgmt-bak-prd-kcl-01-euwe2-bakery-baa584d2-all,udp:all ports
mgmt-hst-prd-5100,gke-mgmt-bak-prd-kcl-01-euwe2-bakery-baa584d2-vms,bad port(s) found: ['tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535']
mgmt-hst-prd-5100,gke-mgmt-bak-prd-kcl-01-euwe2-bakery-baa584d2-vms,bad port(s) found: ['udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535']
mgmt-hst-prd-5100,gke-mgmt-cmp-prd-kcl-euwe2-compliance-c8c5229e-all,tcp:all ports
mgmt-hst-prd-5100,gke-mgmt-cmp-prd-kcl-euwe2-compliance-c8c5229e-all,udp:all ports
mgmt-hst-prd-5100,gke-mgmt-cmp-prd-kcl-euwe2-compliance-c8c5229e-vms,bad port(s) found: ['tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535']
mgmt-hst-prd-5100,gke-mgmt-cmp-prd-kcl-euwe2-compliance-c8c5229e-vms,bad port(s) found: ['udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535']
mgmt-hst-prd-5100,gke-mgmt-egr-prd-kcl-01-euwe2-egress-77ca0320-all,tcp:all ports
mgmt-hst-prd-5100,gke-mgmt-egr-prd-kcl-01-euwe2-egress-77ca0320-all,udp:all ports
mgmt-hst-prd-5100,gke-mgmt-egr-prd-kcl-01-euwe2-egress-77ca0320-vms,bad port(s) found: ['tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535']
mgmt-hst-prd-5100,gke-mgmt-egr-prd-kcl-01-euwe2-egress-77ca0320-vms,bad port(s) found: ['udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535_x', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535', 'udp:1-65535']
mgmt-hst-prd-5100,gke-mgmt-egr-prd-kcl-euwe2-0b75fc67-all,tcp:all ports
mgmt-hst-prd-5100,gke-mgmt-egr-prd-kcl-euwe2-0b75fc67-all,udp:all ports
mgmt-hst-prd-5100,gke-mgmt-egr-prd-kcl-euwe2-0b75fc67-vms,bad port(s) found: ['tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535_x', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535', 'tcp:1-65535']
